Annual Turnover,Facebook Popularity Quotient,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Ambience,Lively,Service,Comfortablility,Privacy,Years Since Opening,city_average_income,median_household_income,average_salary,poverty_rate,gini_index,City_Tier_Other,City_Tier_Tier 1,City_Tier_Tier 2,City_Tier_Tier 3,Restaurant Location_Near Business Hub,Restaurant Location_Near Party Hub,Endorsed By_Local Celebrity,Endorsed By_Not Specific,Endorsed By_Tier A Celebrity
32000000,89.0,92.0,1,1,0,1,1,2.0,3,1,8,6,6,6,5,9.0,4.0,4,2,7,2,13.653661875427789,9000.0,7000.0,10000.0,15.8,0.35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
25000000,86.0,64.0,1,1,1,1,1,2.0,2,0,10,6,5,4,7,9.0,9.0,9,9,2,9,15.679671457905544,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
30000000,70.6,78.67,1,1,1,0,1,2.0,3,1,7,5,4,5,6,6.0,8.0,7,2,2,5,13.927446954141,11000.0,8500.0,12500.0,12.5,0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
64500000,93.44,90.0,1,1,1,1,1,2.0,4,0,8,5,4,6,6,9.0,6.0,8,4,3,7,15.534565366187543,11000.0,8500.0,12500.0,12.5,0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
12000000,76.0,72.0,0,1,1,1,0,2.0,2,0,7,5,3,3,10,6.0,6.0,6,5,4,6,14.469541409993155,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
32500000,86.4,78.2,1,1,0,1,1,2.0,3,1,2,5,4,4,6,7.0,8.0,9,7,5,6,13.259411362080767,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
10000000,86.0,95.0,1,1,1,1,0,2.0,3,0,3,4,5,4,7,10.0,8.0,6,5,3,8,14.2258726899384,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30000000,84.83,82.4,1,1,1,1,0,2.0,3,0,6,6,5,7,10,10.0,6.0,7,5,0,6,13.86447638603696,11000.0,8500.0,12500.0,12.5,0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
28000000,72.3,60.2,0,1,0,1,1,2.0,2,1,2,5,4,4,8,10.0,9.0,8,4,6,5,16.093086926762492,10000.0,7800.0,11500.0,14.2,0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
21500000,69.0,62.6,1,1,0,0,1,2.0,3,0,5,3,4,4,10,10.0,6.0,7,4,4,8,19.40041067761807,10000.0,7800.0,11500.0,14.2,0.38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31500000,86.16,70.08,1,1,1,0,1,2.0,2,0,3,4,5,5,8,7.0,8.0,9,8,0,7,12.971937029431896,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10000000,75.0,78.0,1,1,1,1,1,2.0,3,1,6,4,4,3,10,8.0,8.0,9,7,2,9,18.73511293634497,7500.0,5800.0,8500.0,19.5,0.34,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
20000000,56.0,56.0,1,1,0,1,0,2.0,2,0,6,6,4,3,6,9.0,8.0,8,5,1,7,14.269678302532512,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22000000,87.0,60.0,1,1,1,1,1,2.0,3,0,3,6,6,4,7,9.0,8.0,9,7,3,9,14.461327857631758,9500.0,7200.0,11000.0,16.5,0.36,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37000000,79.25,80.0,1,1,0,1,1,2.0,3,0,10,5,5,4,6,10.0,8.0,9,4,2,6,15.600273785078713,7500.0,5800.0,8500.0,19.5,0.34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
14500000,88.66,84.33,1,1,0,1,1,2.0,2,1,6,4,5,5,9,7.0,9.0,10,7,2,8,15.189596167008895,9200.0,7100.0,10500.0,14.9,0.36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
64500000,79.0,87.9,1,1,0,1,1,2.0,2,1,7,3,4,3,5,7.0,7.0,8,6,2,8,14.5927446954141,9500.0,7200.0,11000.0,16.5,0.36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
42500000,83.5,94.2,1,1,1,1,0,2.0,4,0,6,5,4,4,6,10.0,8.0,9,4,5,8,15.994524298425736,9500.0,7200.0,11000.0,16.5,0.36,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
45000000,65.0,66.0,1,1,0,1,1,2.0,2,0,7,5,5,5,8,10.0,5.0,7,2,2,9,18.3709787816564,11000.0,8500.0,12500.0,12.5,0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30000000,88.0,88.0,1,1,1,1,1,2.0,3,0,9,7,6,6,8,10.0,8.0,9,8,4,7,14.272416153319645,11000.0,8500.0,12500.0,12.5,0.38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12000000,55.6,50.8,1,0,1,0,1,2.0,4,1,4,4,4,3,7,7.0,6.0,8,7,6,8,18.105407255304584,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30000000,75.0,72.0,0,1,1,1,1,2.0,4,0,4,4,4,4,5,9.0,8.0,9,7,0,6,13.713894592744696,11000.0,8500.0,12500.0,12.5,0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20500000,84.6,66.5,1,1,1,1,1,2.0,2,1,8,3,2,3,5,6.0,6.0,7,4,4,5,17.426420260095824,9000.0,7000.0,10000.0,15.8,0.35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30000000,62.0,61.0,1,1,1,1,1,2.0,3,0,2,2,3,3,9,6.0,5.0,8,6,4,10,15.42505133470226,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32000000,86.0,92.0,0,1,1,1,1,2.0,3,0,5,3,5,5,9,8.0,8.0,7,4,2,6,12.985626283367557,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
34000000,85.8,65.8,1,1,0,1,1,2.0,2,0,8,6,6,7,9,10.0,8.0,9,5,3,7,12.982888432580424,10500.0,8000.0,12000.0,17.0,0.39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12000000,68.4,61.0,0,1,1,1,1,2.0,2,1,2,4,3,3,6,7.0,3.0,4,4,5,3,13.979466119096507,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
10000000,51.0,48.0,0,1,1,0,1,2.0,1,0,8,2,3,3,7,8.0,7.0,6,5,6,7,21.05133470225873,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
51000000,79.6,73.2,1,1,1,1,1,2.0,2,1,8,5,6,6,9,7.0,4.0,7,5,5,6,14.934976043805612,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30000000,63.4,63.0,1,1,1,0,1,2.0,2,0,8,3,3,3,6,10.0,6.0,4,1,3,4,16.6652977412731,7000.0,5500.0,8000.0,20.0,0.33,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
48000000,86.53,71.55,1,1,0,0,1,2.0,3,0,7,5,5,4,5,10.0,6.0,8,6,2,7,16.670773442847366,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
17000000,76.18,86.33,1,1,0,1,1,2.0,3,0,8,4,5,3,6,10.0,7.0,9,5,6,9,17.32785763175907,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34000000,91.43,74.0,1,1,1,1,1,2.0,3,1,5,6,4,5,7,6.0,7.0,7,4,2,6,15.30732375085558,9500.0,7200.0,11000.0,16.5,0.36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33000000,76.17,72.0,1,1,1,0,1,2.0,3,0,5,5,5,6,9,9.0,7.0,5,2,6,3,14.568104038329912,9000.0,7000.0,10000.0,15.8,0.35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
22500000,82.4,72.0,0,1,1,1,1,2.0,2,0,3,4,5,5,10,7.0,6.0,7,6,5,8,15.619438740588638,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
18000000,58.0,57.6,1,1,1,1,1,2.0,2,0,6,2,3,3,6,6.0,8.0,8,4,4,6,21.089664613278572,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
44000000,79.0,83.4,1,1,1,1,1,2.0,3,0,7,5,4,5,10,7.0,7.0,8,6,4,6,15.860369609856264,11000.0,8500.0,12500.0,12.5,0.38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30500000,90.04,75.16,1,1,1,1,1,2.0,3,0,6,5,4,6,10,8.0,6.0,7,4,4,5,15.89596167008898,11000.0,8500.0,12500.0,12.5,0.38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
50000000,76.0,76.6,1,1,1,1,1,2.0,3,0,8,5,6,4,6,9.0,1.0,6,6,4,7,15.293634496919918,12000.0,9000.0,13500.0,11.0,0.37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27000000,60.4,60.0,1,1,1,0,1,2.0,2,0,4,3,4,3,7,10.0,6.0,7,4,5,8,17.812457221081452,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
30000000,74.23,77.77,0,1,1,1,1,2.0,3,0,5,4,4,4,9,9.0,7.0,9,5,4,8,13.522245037645447,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
64500000,59.8,60.25,1,1,1,1,1,2.0,2,0,2,5,5,4,6,6.0,7.0,9,7,1,8,18.286105407255302,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
32000000,84.2,67.0,1,1,1,0,0,2.0,2,0,10,4,3,5,10,9.0,4.0,9,5,5,6,14.55167693360712,10000.0,7800.0,11500.0,14.2,0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
18000000,86.4,80.4,1,1,1,0,1,2.0,2,0,1,5,5,6,6,10.0,8.0,8,4,2,7,16.246406570841888,8600.0,6600.0,9600.0,12.8,0.34,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
64500000,60.0,59.0,1,1,1,1,0,2.0,2,0,1,5,5,4,7,10.0,5.0,6,3,2,1,17.749486652977414,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
12000000,60.8,63.0,1,1,1,1,1,2.0,2,1,4,4,4,3,5,6.0,7.0,4,6,3,6,13.730321697467488,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
32500000,82.8,73.6,1,1,1,1,1,2.0,2,1,8,5,4,5,7,10.0,6.0,7,6,1,6,14.576317590691309,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35000000,82.6,63.6,1,1,1,1,1,2.0,3,0,1,5,5,5,9,10.0,8.0,5,1,1,6,15.301848049281316,11000.0,8500.0,12500.0,12.5,0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20500000,74.0,61.1,1,1,0,0,0,2.0,3,1,5,5,4,2,10,6.0,9.0,7,6,0,8,14.368240930869268,9500.0,7200.0,11000.0,16.5,0.36,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10500000,64.66,63.0,1,1,1,0,1,2.0,2,0,3,3,4,4,9,9.0,7.0,4,1,2,3,14.091718001368925,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
25000000,78.0,77.0,1,1,1,1,1,2.0,2,0,4,5,5,5,6,9.0,6.0,7,1,2,9,17.240246406570844,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34000000,77.8,79.6,1,1,1,1,1,1.0,3,1,9,5,4,4,7,10.0,4.0,7,6,5,6,16.695414099931554,12000.0,9000.0,13500.0,11.0,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
19500000,79.6,87.58,1,1,1,1,1,2.0,0,0,5,3,3,2,7,6.0,8.0,8,5,6,7,15.263518138261464,7800.0,6000.0,8800.0,16.0,0.34,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
32000000,89.5,81.4,1,1,1,1,0,2.0,2,0,5,7,5,5,8,10.0,7.0,7,3,2,7,14.735112936344969,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36000000,81.2,76.4,1,1,1,1,1,2.0,3,0,4,7,6,6,7,10.0,10.0,8,7,0,9,15.175906913073238,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14500000,80.0,89.0,1,1,1,1,1,2.0,2,1,3,3,5,4,8,7.0,8.0,7,4,1,4,14.108145106091715,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
10000000,78.0,62.0,1,1,1,1,1,2.0,2,0,6,5,4,4,9,10.0,2.0,6,4,4,3,13.557837097878163,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
32500000,72.0,62.0,1,1,0,1,1,2.0,1,1,9,3,3,4,10,7.0,7.0,7,4,3,10,20.56125941136208,6000.0,4600.0,7000.0,32.0,0.29,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
12000000,60.0,47.0,1,1,1,1,0,2.0,1,0,4,3,4,3,5,8.0,8.0,6,5,4,7,14.861054072553046,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
23500000,91.12,72.0,0,1,1,0,0,2.0,3,1,2,4,4,5,10,9.0,9.0,10,8,0,6,14.494182067077343,10500.0,8000.0,12000.0,17.0,0.39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
61500000,80.0,77.2,1,1,0,0,1,2.0,3,0,3,4,6,8,8,9.0,3.0,5,5,6,3,12.980150581793293,9800.0,7500.0,11200.0,13.5,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
10500000,73.08,71.2,1,1,0,1,0,2.0,2,1,6,4,4,4,7,8.0,5.0,5,6,4,3,14.76249144421629,9500.0,7200.0,11000.0,16.5,0.36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
